n,signature,new_signature_at_n,first_seen_n
317,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
318,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
319,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
320,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
321,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
322,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
323,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
324,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
325,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
326,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
327,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
328,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
329,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
330,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
331,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
332,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
333,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
334,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
335,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
336,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
337,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
338,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
339,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
340,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
341,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
342,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
343,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
344,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
345,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
346,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
347,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
348,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
349,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
350,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
351,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
352,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
353,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
354,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
355,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
356,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
357,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
358,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
359,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
360,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
361,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
362,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
363,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
364,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
365,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
366,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
367,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
368,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
369,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
370,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
371,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
372,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
373,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
374,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
375,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
376,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
377,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
378,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
379,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
380,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
381,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
382,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
383,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
384,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
385,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
386,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
387,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
388,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
389,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
390,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
391,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
392,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
393,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
394,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
395,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
396,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
397,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
398,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
399,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
400,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
401,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
402,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
403,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
404,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
405,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
406,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
407,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
408,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
409,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
410,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
411,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
412,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
413,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
414,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
415,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
416,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
417,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
418,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
419,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
420,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
421,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
422,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
423,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
424,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
425,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
426,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
427,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
428,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
429,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
430,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
431,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
432,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
433,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
434,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
435,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
436,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
437,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
438,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
439,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
440,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
441,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
442,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
443,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
444,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
445,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
446,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
447,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
448,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
449,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
450,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
451,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
452,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
453,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
454,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
455,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
456,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
457,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
458,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
459,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
460,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
461,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
462,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
463,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
464,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
465,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
466,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
467,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
468,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
469,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
470,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
471,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
472,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
473,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
474,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
475,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
476,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
477,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
478,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
479,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
480,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
481,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
482,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
483,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
484,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
485,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
486,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
487,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
488,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
489,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
490,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
491,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
492,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
493,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
494,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
495,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
496,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
497,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
498,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
499,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
500,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
501,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
502,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
503,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
504,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
505,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
506,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
507,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
508,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
509,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
510,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
511,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
512,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
513,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
514,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
515,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
516,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
517,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
518,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
519,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
520,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
521,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
522,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
523,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
524,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
525,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
526,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
527,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
528,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
529,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
530,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
531,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
532,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
533,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
534,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
535,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
536,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
537,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
538,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
539,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
540,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
541,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
542,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
543,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
544,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
545,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
546,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
547,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
548,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
549,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
550,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
551,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
552,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
553,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
554,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
555,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
556,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
557,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
558,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
559,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
560,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
561,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
562,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
563,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
564,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
565,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
566,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
567,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
568,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
569,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
570,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
571,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
572,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
573,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
574,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
575,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
576,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
577,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
578,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
579,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
580,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
581,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
582,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
583,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
584,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
585,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
586,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
587,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
588,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
589,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
590,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
591,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
592,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
593,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
594,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
595,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
596,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
597,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
598,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
599,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
600,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
601,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
602,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
603,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
604,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
605,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
606,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
607,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
608,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
609,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
610,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
611,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
612,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
613,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
614,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
615,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
616,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
617,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
618,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
619,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
620,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
621,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
622,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
623,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
624,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
625,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
626,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
627,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
628,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
629,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
630,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
631,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
632,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
633,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
